Vivino Link,Name (on menu),Restaurant,Glass Price,Bottle Price,Winery,Year,Wine Style,Region,Grape Varieties,ABV,Dry/Sweet,Tannin,Soft/Acidic,Flavor Profile,Pairings,Rating,Category,Light/Bold,Profile Specifics,Fizziness,Country,Wine ID,Region Class
https://www.vivino.com/US/en/messina-hof-private-reserve-double-barrel-merlot/w/4698?srsltid=AfmBOor8-O2BJoH7VsgbBcOEgw8XRYYPRHbB5YwXnmbMlc3hJ-3pE9zQ,"Merlot, Private Reserve",Messina Hoff,10,35.0,Messina Hof,,Texas Red,Texas,Merlot,13,1.70,3.70,3.27,"['oak', 'spices', 'non_oak']","['Beef', 'Lamb', 'Game (deer, venison)']",3.8,Red wine,4.04,"['blackberry', 'plum', 'vanilla', 'oak', 'cherry']",0,United States,4698,Texas
https://www.vivino.com/SE/en/messina-hof-texas-private-reserve-double-barrel-cabernet-franc/w/2408265?srsltid=AfmBOopm_xpSIPW3K-I7k7Fgw4N1QdOsdwVSPIkUB6mR-CClGfKvGzH1,"Cabernet Franc, Private Reserve",Messina Hoff,10,35,Messina Hof,,Texas Red,Texas,Cabernet Franc,13,1.77,3.37,3.21,"['oak', 'black_fruit', 'earth']","['Beef', 'Lamb', 'Game (deer, venison)']",3.9,Red wine,4.03,"['oak', 'vanilla', 'dark fruit', 'blackberry', 'leather']",0,United States,2408265,Texas
https://www.vivino.com/US/en/messina-hof-private-reserve-double-barrel-aged-cabernet-sauvignon/w/1685566?srsltid=AfmBOoqOJ_a0qjCW3othlCoH-QQ6hLp6g549fSrRTW9_rELWNneJ-ryN,"Cabernet Sauvignon, Private Reserve",Messina Hoff,10,35.0,Messina Hof,,Texas Cabernet Sauvignon Red,Texas High Plains,Cabernet Sauvignon,13.5,1.27,3.84,3.24,"['oak', 'black_fruit', 'non_oak']","['Beef', 'Lamb', 'Game (deer, venison)', 'Mature and hard cheese', 'Mushrooms']",3.8,Red wine,3.86,"['oak', 'vanilla', 'blackberry', 'dark fruit', 'pepper']",0,United States,1685566,Texas
manual,Command Post Cabernet Sauvignon,Messina Hoff,10,35,Messina Hof,,Texas Cabernet Sauvignon Red,Texas ,Cabernet Sauvignon,13.5,4.00,4.00,2.00,"['black_fruit', 'oak', 'red_fruit']","['Beef', 'Lamb', 'Mature and hard cheese']",4,Red wine,4.00,"['black cherry', 'blackcurrant', 'cedar', 'vanilla', 'cassis']",0,United States,1,Texas
https://www.vivino.com/US/en/messina-hof-aggie-network-private-reserve-cabernet-sauvignon/w/9327562?srsltid=AfmBOoq129RrkAq0V3KxDiA7gJMzIBoqiisvVWQPTViDM-WrxnynS8un,"Cabernet Sauvignon, Aggie Network",Messina Hoff,10,30.45,Messina Hof,,Texas Cabernet Sauvignon Red,Texas,Cabernet Sauvignon,13.5,1.00,4.00,3.13,"['oak', 'earth', 'red_fruit']","['Beef', 'Lamb', 'Game (deer, venison)', 'Mature and hard cheese', 'Mushrooms']",4,Red wine,4.00,"['oak', 'vanilla', 'black cherry', 'black plum', 'cherry']",0,United States,9327562,Texas
https://www.vivino.com/US/en/messina-hof-bin-12/w/6104240?srsltid=AfmBOooP_mkQEVtu22ZjhXjqE0syogE6_xnG4j1C6TIvRVaTqlp5KpYP,"Tempranillo, Aggie Network",Messina Hoff,10,25,Messina Hof,,Texas Red,Texas,"['Cabernet Sauvignon', 'Tempranillo']",13.5,1.50,4.09,3.25,"['oak', 'red_fruit', 'spices']","['Beef', 'Lamb', 'Game (deer, venison)']",4,Red wine,4.00,"['cedar', 'oak', 'vanilla', 'cherry', 'pepper']",0,United States,6104240,Texas
https://www.vivino.com/US/en/messina-hof-aggie-network-private-reserve-gig-em-red/w/9657085?srsltid=AfmBOorxAAPtSRF5J-a7S_ewjSdV4LoiRE2LIIiX32zP4uOcxYtUp1WM,"Gig 'Em Red, Aggie Network",Messina Hoff,10,25,Messina Hof,,Texas Red,Texas,Shiraz/Syrah,13.5,1.48,4.04,3.00,"['black_fruit', 'oak', 'non_oak']","['Beef', 'Lamb', 'Game (deer, venison)']",4,Red wine,4.08,"['blackberry', 'black cherry', 'dark fruit', 'coffee', 'oak']",0,United States,9657085,Texas
https://www.vivino.com/US/en/messina-hof-paulo-limited-edition/w/1374989?srsltid=AfmBOor4L1qCF02LLHO4Se9aOC5IsDq4BjtasLxCpkj84n2gI6WlhVQo,Paulo Blend,Messina Hoff,16,60.0,Messina Hof,,Texas Red,Texas,"['Cabernet Sauvignon', 'Cabernet Franc', 'Malbec', 'Merlot']",14,1.96,3.72,3.24,"['oak', 'black_fruit', 'non_oak']","['Beef', 'Lamb', 'Game (deer, venison)']",4.1,Red wine,4.05,"['oak', 'vanilla', 'plum', 'blackberry', 'smoke']",0,United States,1374989,Texas
https://www.vivino.com/US/en/messina-hof-paulo-primitivo/w/2426622?srsltid=AfmBOopiwtc13nYHB3Wqj9zABXoNvR-NIJf0eB4BkbBHaNCEDa1czvfK,Paulo Primitivo,Messina Hoff,16,49.4,Messina Hof,,Texas Red,Texas,Primitivo,14,1.57,3.73,3.15,"['oak', 'black_fruit', 'spices']","['Beef', 'Lamb', 'Game (deer, venison)']",4.1,Red wine,3.93,"['oak', 'vanilla', 'blackberry', 'pepper', 'cherry']",0,United States,2426622,Texas
https://www.vivino.com/US/en/messina-hof-father-son-cuvee-merlot/w/2499131?srsltid=AfmBOopjQA3qB3JC49rwtORWohSpIk_-m9TF_EbEc21ePAQ5d6LGHSp9,Paulo Merlot,Messina Hoff,16,60.0,Messina Hof,,Texas Red,Texas,Merlot,13.5,1.75,3.47,3.11,"['oak', 'red_fruit', 'black_fruit']","['Beef', 'Lamb', 'Game (deer, venison)']",4,Red wine,3.99,"['oak', 'vanilla', 'cherry', 'red fruit', 'leather']",0,United States,2499131,Texas
https://www.vivino.com/US/en/messina-hof-paulo-cabernet-franc/w/1571096?srsltid=AfmBOoqcCAQ3Jdx1b3tFs-qF3b2bfjv131HznbmRGs4wFHWiJM3rMKjF,Paulo Cabernet Franc,Messina Hoff,16,60.0,Messina Hof,,Texas Red,Texas,Cabernet Franc,13,1.45,3.49,3.23,"['oak', 'spices', 'non_oak']","['Beef', 'Lamb', 'Game (deer, venison)']",4.4,Red wine,4.12,"['oak', 'vanilla', 'cola', 'tobacco', 'cherry']",0,United States,1571096,Texas
https://www.vivino.com/US/en/messina-hof-paulo-cabernet-sauvignon/w/1699045?srsltid=AfmBOorlWQ_LsU-q-zjjmxCmHxXNbun1NzkA91C5gtsK0LPJZTK5JpeV,Paulo Cabernet Sauvignon,Messina Hoff,16,60.0,Messina Hof,,Texas Cabernet Sauvignon Red,Texas,Cabernet Sauvignon,14,1.55,3.32,3.51,"['oak', 'red_fruit', 'non_oak']","['Beef', 'Lamb', 'Game (deer, venison)', 'Mature and hard cheese', 'Mushrooms']",4.1,Red wine,3.88,"['oak', 'cedar', 'cranberry', 'leather', 'fig']",0,United States,1699045,Texas
https://www.vivino.com/US/en/messina-hof-paulo-tempranillo/w/7405040?srsltid=AfmBOopt2J6Mp3elCvT1xN4uyaHGHSpeoyurnb8mBHIwnO6lDLpx4oag,Paulo Tempranillo,Messina Hoff,16,60.0,Messina Hof,,Texas Tempranillo Red,Texas,Tempranillo,13,1.14,3.51,3.03,"['oak', 'spices', 'non_oak']","['Beef', 'Pasta', 'Game (deer, venison)', 'Mature and hard cheese']",4.2,Red wine,4.00,"['vanilla', 'clove', 'oak', 'cherry', 'blackberry']",0,United States,7405040,Texas
https://www.vivino.com/US/en/messina-hof-sagrantino/w/4576027?srsltid=AfmBOoozYlXirSOlu6_2-zOhWnB9NJ3zzxe0JL3-MIC9LgRqJgrei5cU,Paulo Sagrantino,Messina Hoff,16,35,Messina Hof,,Texas Red,Texas,Sagrantino,13.5,1.82,3.50,3.11,"['black_fruit', 'oak', 'spices']","['Beef', 'Lamb', 'Game (deer, venison)']",4.1,Red wine,4.04,"['blackberry', 'plum', 'oak', 'vanilla', 'licorice']",0,United States,4576027,Texas
https://www.vivino.com/US/en/messina-hof-sagrantino-reserva/w/5699601?srsltid=AfmBOor0fCzLkT-aey0x0LD83bR1ei-fz8UEiJLw_Q1GVVrXgoo52Kra,Sagrantino Reserva,Messina Hoff,12,65.0,Messina Hof,,Texas Red,Texas,Sagrantino,14,2.00,3.91,3.22,"['oak', 'spices', 'non_oak']","['Beef', 'Lamb', 'Game (deer, venison)']",4.2,Red wine,4.03,"['vanilla', 'oak', 'plum', 'blackberry', 'cinnamon']",0,United States,5699601,Texas
https://www.vivino.com/US/en/messina-hof-sagrantino-vacec/w/6427760?srsltid=AfmBOoqdO5LA5yAFjM9TTSe0G21lMjMT7HG4xYIkCowuu-6GZ9DnrHQp,Estate Sagrantino,Messina Hoff,16,35,Messina Hof,,Texas Red,Texas,Sagrantino,14,1.93,3.13,3.00,"['spices', 'dried_fruit', 'red_fruit']","['Beef', 'Lamb', 'Game (deer, venison)']",3.9,Red wine,4.15,"['licorice', 'pepper', 'fig', 'raisin', 'cherry']",0,United States,6427760,Texas
https://www.vivino.com/US/en/messina-hof-angel-heavenly-sweet-riesling-late-harvest/w/1725591?srsltid=AfmBOorH3V2YDh5Bpvp9oL4g7AVmfUNPVFghJxhR77b9SAx01db-z7_J,"Angel Riesling, Late Harvest",Messina Hoff,9,25.0,Messina Hof,,Dessert Wine,Texas,Riesling,12,3.00,1.00,2.00,"['tree_fruit', 'earth', 'floral']","['Fruity desserts', 'Sweet desserts', 'Pork']",4,Dessert wine,2.00,"['peach', 'apple', 'melon', 'pear', 'honey']",1,United States,1725591,Texas
https://www.vivino.com/US/en/messina-hof-aggie-network-private-reserve-muscat-canelli-late-harvest/w/8264667?srsltid=AfmBOopOSCLAD1Md2KXW--N5errp_lDr6G-C0WBAl1gZa6GmIcz3W0Eg,"Muscat Canelli, Aggie Network",Messina Hoff,10,25,Messina Hof,,Dessert wine,Texas,Muscat Blanc,12,3.00,1.00,2.00,"['tropical_fruit', 'dried_fruit', 'floral']","['Sweet desserts', 'Fruity desserts', 'Mild and soft cheese']",4,Dessert wine,2.00,"['honey', 'apricot', 'raisin', 'orange', 'peach']",0,United States,8264667,Texas
https://www.vivino.com/US/en/messina-hof-orange-muscat-mistella-late-harvest/w/4734?srsltid=AfmBOop8P9P7Qa92IP0SGgjrNKPy3tP2k1MRH-lU_tbO-HgDrqtN3EN2,Orange Muscat Mistella,Messina Hoff,9,23.79,Messina Hof,,Orange Muscat Mistella,Texas,Orange Muscat,12,3.00,2.00,4.00,"['citrus_fruit', 'oak', 'earth']","['Sweet desserts', 'Fruity desserts', 'Appetizers and snacks']",3.8,Dessert wine,2.00,"['orange zest', 'chocolate', 'vanilla', 'honey', 'yellow peach']",0,United States,4734,Texas
https://www.vivino.com/US/en/messina-hof-barrel-reserve-port/w/7656?srsltid=AfmBOorAV7XC0oOO879OkltCkZcdO4GIii6mWNpXPhEQ9eAI_tvFpH2k,"Port, Barrel Reserve",Messina Hoff,6,17.34,Messina Hof,,Port,Texas,Unspecified,18,1.00,4.00,3.00,"['oak', 'dried_fruit', 'non_oak']","['Mature and hard cheese', 'Cured Meat', 'Sweet desserts']",4,Fortified Wine,4.00,"['chocolate', 'oak', 'vanilla', 'raisin', 'fig']",0,United States,7656,Texas
https://www.vivino.com/US/en/messina-hof-blushing-angel-heavenly-sweet-rose/w/11746376?srsltid=AfmBOoqtXOO7WAUEy5B_aKtqfsafQ6GwtJHkmHwqzb291De2L4py1LGw,Blushing Angel Rosé,Messina Hoff,9,24.49,Messina Hof,,Texas Rosé,Texas,['Riesling'],12,2.50,0.00,2.56,"['red_fruit', 'tree_fruit', 'microbio']","['Pork', 'Shellfish', 'Poultry', 'Rich fish (salmon, tuna etc)', 'Appetizers and snacks', 'Mild and soft cheese']",4,Rosé wine,2.49,"['cherry', 'strawberry', 'peach', 'cream', 'baking spice']",0,United States,11746376,Texas
https://www.vivino.com/US/en/messina-hof-papa-paulo-reserve-port/w/1840988?srsltid=AfmBOorE5OecqV-SEvoXKNXQqEH60HiRhwoVlMIbW5WsOi4YHvRa_hSo,"Papa Paulo Port, Private Reserve",Messina Hoff,8,50.0,Messina Hof,,Texas Red,Texas,Pinot Noir,13.5,1.95,3.96,3.00,"['oak', 'spices', 'non_oak']","['Beef', 'Lamb', 'Game (deer, venison)']",4.2,Red wine,4.00,"['caramel', 'chocolate', 'vanilla', 'oak', 'cigar']",0,United States,1840988,Texas
https://www.vivino.com/US/en/messina-hof-tawny-texas-port/w/1496928?srsltid=AfmBOoptYz3sA3WrFydkQdEUfJguYHIi-xP8G73nyhI5teC2o-Ldl6yM,Tawny Port,Messina Hoff,9,60.0,Messina Hof,,Tawny Port,Texas,Lenoir,19,4.00,3.00,2.00,"['oak', 'red_fruit', 'non_oak']","['Mature and hard cheese', 'Sweet desserts', 'Cured Meat']",4.3,Fortified Wine,3.00,"['chocolate', 'caramel', 'oak', 'coffee', 'cherry']",0,United States,1496928,Texas
https://www.vivino.com/US/en/messina-hof-paulo-port/w/7658?srsltid=AfmBOorMx7bNgK6BjrtGlNdssmoslAC9pPT2vkFCqQ7gGQ9MzrybZ-Ho,Paulo Port,Messina Hoff,12,60.0,Messina Hof,,Texas Red,Texas,Lenoir,18.5,3.00,4.00,2.00,"['oak', 'earth', 'non_oak']","['Beef', 'Lamb', 'Game (deer, venison)', 'Cured Meat']",4.5,Fortified Wine,4.00,"['vanilla', 'chocolate', 'dark chocolate', 'caramel', 'black cherry']",0,United States,7658,Texas
https://www.vivino.com/US/en/messina-hof-admiral-s-reserve-national-museum-pacific-war/w/1610253?srsltid=AfmBOoqhJkaPDiCAkgovtKKie_5cXHFb2qg8fYx3UPbYmRRCTnptQ1x3,Admiral's Reserve,Messina Hoff,8,35,Messina Hof,,Texas Cabernet Sauvignon,Texas,Cabernet Sauvignon,13.5,3.00,4.00,2.00,"['dried_fruit', 'oak', 'non_oak']","['Mature and hard cheese', 'Beef', 'Cured Meat']",4,Dessert wine,3.00,"['raisin', 'prune', 'oak', 'vanilla', 'pecan']",0,United States,1610253,Texas
https://www.vivino.com/US/en/messina-hof-trebbiano-private-reserve/w/4152201?srsltid=AfmBOoqp9oUsNK_bkdfEhVDmqSPveH0tRJvektXHMENV7Dufxg0ywYvm,"Trebbiano, Private Reserve",Messina Hoff,9,25,Messina Hof,,Texas White,Texas,Trebbiano,13,1.64,0.00,2.76,"['tree_fruit', 'citrus_fruit', 'floral']","['Shellfish', 'Poultry', 'Rich fish (salmon, tuna etc)', 'Lean fish', 'Pasta']",4,White wine,1.91,"['apple', 'pear', 'lemon', 'green apple', 'honeydew melon']",0,United States,4152201,Texas
https://www.vivino.com/US/en/messina-hof-artist-series-off-dry-riesling/w/12821740?srsltid=AfmBOooABUuA4pd_QMkAht8AWB8zDzSA8G8LuZKYieuOxxNfwoZZABUp,"Off Dry Riesling, Artist Series",Messina Hoff,9,18,Messina Hof,,Texas White,Texas High Plains,Riesling,12,1.50,0.00,3.00,"['floral', 'citrus_fruit', 'tree_fruit']","['Shellfish', 'Poultry', 'Rich fish (salmon, tuna etc)', 'Lean fish']",4,White wine,2.00,"['honeydew melon', 'lime', 'green apple', 'pear', 'elderflower']",0,United States,12821740,Texas
https://www.vivino.com/US/en/messina-hof-sophia-marie-rose-bright-beginnings/w/8538604?srsltid=AfmBOop4sS5sv5PXtSiTDDO_pqkbpJdAd5B2i20lOJrAUs6kED0qB4su,Sophia Marie Rosé,Messina Hoff,9,20,Messina Hof,,Texas Rosé,Texas,Dolcetto,12,1.09,0.00,3.19,"['red_fruit', 'citrus_fruit', 'dried_fruit']","['Pork', 'Shellfish', 'Poultry', 'Rich fish (salmon, tuna etc)', 'Appetizers and snacks', 'Mild and soft cheese']",3.5,Rosé wine,2.59,"['dried strawberry', 'pomegranate', 'strawberry', 'grapefruit', 'citrus']",0,United States,8538604,Texas
https://www.vivino.com/US/en/messina-hof-bonarrigo-heritage-reserve/w/8763371?srsltid=AfmBOooEeQY-7AJJyigr_4of47sBko7oiW-Re-bve2vLieEa5epzdg4g,"Heritage Reserve, Bonarrigo Family Wines",Messina Hoff,12,40.0,Messina Hof,,Texas Red,Texas,"['Sangiovese', 'Primitivo']",13.9,1.40,4.03,3.27,"['oak', 'black_fruit', 'red_fruit']","['Beef', 'Lamb', 'Game (deer, venison)']",4,Red wine,4.01,"['oak', 'tobacco', 'chocolate', 'vanilla', 'cherry']",0,United States,8763371,Texas
https://www.vivino.com/US/en/messina-hof-grenache-syrah-mourvedre-gsm/w/4214146?srsltid=AfmBOoriexqlU9KjnPpohv56v3RsJKNYRd3-PDkmDqQrK5CwTHdzvJtJ,"GSM (Grenache, Syrah, Mourvedre)",Messina Hoff,10,30.0,Messina Hof,,Texas Red,Texas,"['Shiraz/Syrah', 'Grenache',  'Mourvedre']",13,2.05,3.36,3.03,"['black_fruit', 'oak', 'red_fruit']","['Beef', 'Lamb', 'Game (deer, venison)']",4,Red wine,4.00,"['plum', 'blackberry', 'oak', 'cherry', 'pepper']",0,United States,4214146,Texas
https://www.vivino.com/JP/en/messina-hof-emblaze/w/11029665?srsltid=AfmBOoq_VKdjUX7YuHO2VdJ5_Lk_GPmGe0MGn8HIgpJRzG5ykRc1pOji,Emblaze,Messina Hoff,9,25,Messina Hof,,Texas Red,Texas High Plains,Shiraz/Syrah,12,2.90,3.34,2.78,"['red_fruit', 'oak', 'spices']","['Beef', 'Lamb', 'Game (deer, venison)', 'Pork', 'Pasta']",4.0,Red wine,3.61,"['cranberry', 'red cherry', 'red plum', 'strawberry', 'baking spice']",0,United States,11029665,Texas
https://www.vivino.com/US/en/messina-hof-blanc-de-blancs-brut/w/5416137?srsltid=AfmBOopMdeWm4Qbcu9HBYUNO89IwBq4k0-8aX8c6XC-jleJUeXqP581Q,Sparkling Brut,Messina Hoff,10,24.79,Messina Hof,,Texas Sparkling,Texas,Chardonnay,12,3.00,2.00,4.00,"['tree_fruit', 'earth', 'microbio']","['Appetizers and snacks', 'Shellfish', 'Poultry', 'Lean fish']",3.4,Sparkling wine,3.00,"['apricot', 'green apple', 'honey', 'minerals', 'straw']",5,United States,5416137,Texas
https://www.vivino.com/US/en/messina-hof-bonarrigo-heritage-series-white/w/8564194?srsltid=AfmBOorYkN5h_pqpAVGKwgNr9kHRftcRggWa4-Xqt69r3XughJ6IqcVT,"Heritage Select, Bonarrigo Family Wines",Messina Hoff,10,26.42,Messina Hof,,Texas White Blend,Texas,['Pinot Grigio'],12.5,1.83,0.00,3.27,"['citrus_fruit', 'oak', 'spices']","['Shellfish', 'Rich fish (salmon, tuna etc)', 'Appetizers and snacks', 'Lean fish', 'Mild and soft cheese']",3.8,White wine,2.00,"['citrus', 'orange', 'tobacco', 'cinnamon', 'cherry']",0,United States,8564194,Texas
https://www.vivino.com/US/en/messina-hof-sauvignon-blanc-dry-cuvee-m0a50/w/6605538?srsltid=AfmBOooLNlaghiMviRICEqYNBOhTC2eX9LDJzYXcgx8sLA7dhQcp6978,"Sauvignon Blanc, Artist Series",Messina Hoff,9,25.0,Messina Hof,,Texas White,Texas,Sauvignon Blanc,13,1.48,0.00,3.35,"['tropical_fruit', 'tree_fruit', 'spices']","['Shellfish', 'Poultry', 'Rich fish (salmon, tuna etc)', 'Lean fish']",3.4,White wine,2.00,"['passion fruit', 'pineapple', 'tropical', 'green mango', 'apple']",0,United States,6605538,Texas
https://www.vivino.com/US/en/messina-hof-private-reserve-semillon/w/6427771?srsltid=AfmBOooXBbpWJXJKkCEhSG81iKkOxUclXDLFjkdbIijHEASF0UeNEf-c,"Sémillon, Private Reserve",Messina Hoff,9,25,Messina Hof,,Texas White,Texas High Plains,Sémillon,13,1.49,0.00,3.45,"['citrus_fruit', 'floral', 'tree_fruit']","['Shellfish', 'Poultry', 'Rich fish (salmon, tuna etc)', 'Lean fish']",3.6,White wine,2.18,"['citrus', 'chamomile', 'melon', 'pineapple', 'cream']",0,United States,6427771,Texas
https://www.vivino.com/US/en/messina-hof-lepard-vineyard-limited-release-chenin-blanc/w/5047266?srsltid=AfmBOorrOjoqk18UH3q2xgH7kxJzUh_LAlGs58FYqEGxuJK0RU82H7o6,"Chenin Blanc, Lepard Vineyard",Messina Hoff,9,25.0,Messina Hof,,Texas White,Texas,Chenin Blanc,13,1.83,0.00,2.94,"['citrus_fruit', 'tree_fruit', 'microbio']","['Shellfish', 'Poultry', 'Rich fish (salmon, tuna etc)', 'Lean fish']",3.7,White wine,1.96,"['citrus', 'lemon zest', 'lime zest', 'green apple', 'lychee']",0,United States,5047266,Texas
https://www.vivino.com/US/en/messina-hof-private-reserve-texas-pinot-gris/w/1823361?srsltid=AfmBOopemCOmTUB64_ZsZusqhf_kA4mszWMGsoE5Q3eJ5wsYsMtJZu7b,"Viognier, Private Reserve",Messina Hoff,9,25.0,Messina Hof,,Texas Viognier White,Texas,Viognier,13,1.97,0.00,2.96,"['tree_fruit', 'citrus_fruit', 'earth']","['Shellfish', 'Vegetarian', 'Poultry', 'Rich fish (salmon, tuna etc)', 'Lean fish', 'Mild and soft cheese']",3.7,White wine,3.85,"['pear', 'apricot', 'citrus', 'grapefruit', 'honey']",0,United States,1823361,Texas
